 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125
Time(s)/Cell Status, rejected, accepted, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, rejected, rejected, accepted, accepted, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, rejected, rejected, accepted, accepted, rejected, accepted, rejected, accepted, rejected, rejected, accepted, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected, rejected, rejected, accepted, rejected, rejected, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected
0.85, 42.26459, 42.19664, 42.55175, 42.43958, 42.61845, 42.32268, 42.272, 43.28112, 43.10217, 42.3599, 43.85907, 42.73579, 42.21307, 42.44946, 42.15728, 43.01293, 42.62627, 42.47384, 43.29472, 41.82484, 42.23867, 42.54277, 42.4958, 42.30621, 41.91469, 42.64518, 42.52059, 42.22878, 42.31552, 42.90515, 42.66469, 42.99004, 42.26356, 42.41304, 42.39811, 42.32162, 42.15722, 42.30907, 42.30038, 42.29069, 42.66861, 42.37653, 42.65401, 43.22153, 42.81757, 42.51966, 42.33873, 42.48415, 42.68542, 42.05908, 42.26266, 44.68149, 43.09189, 42.65186, 42.3776, 42.3142, 42.64203, 44.52219, 42.71238, 42.52638, 42.37083, 42.64413, 42.76332, 42.55231, 42.51894, 42.52583, 42.38783, 42.34558, 42.45637, 42.33963, 42.51556, 42.81026, 42.63139, 42.30763, 42.26088, 42.53917, 42.90314, 42.52934, 42.82952, 42.45877, 42.40011, 42.91394, 42.41832, 42.44463, 42.52822, 42.51461, 42.30185, 42.48522, 42.34597, 42.54391, 42.40216, 42.32993, 42.22469, 42.33598, 42.34569, 42.45528, 42.45571, 42.19243, 42.41132, 42.53439, 42.49609, 42.53325, 42.3086, 42.36569, 42.65186, 42.02564, 42.10526, 42.35873, 42.42987, 42.46545, 42.15952, 42.44475, 42.28894, 42.62395, 42.37546, 42.53885, 42.52854, 42.20435, 42.25555, 42.70284, 42.46208, 42.58847, 42.27711, 42.45482, 42.42525, 42.3627
0.9, 42.21625, 42.13008, 42.53356, 42.43961, 42.68737, 42.35281, 42.25861, 43.33214, 43.22414, 42.27573, 43.79031, 42.72324, 42.14512, 42.45281, 42.15141, 43.00591, 42.66364, 42.42621, 43.26581, 41.83739, 42.2441, 42.54227, 42.48635, 42.23674, 41.85108, 42.65387, 42.58517, 42.18033, 42.33488, 42.89668, 42.63879, 42.9355, 42.28482, 42.44754, 42.37433, 42.40129, 42.16303, 42.24528, 42.28973, 42.33284, 42.6664, 42.42952, 42.71346, 43.08697, 42.82372, 42.50422, 42.35592, 42.39915, 42.51085, 41.98052, 42.29102, 45.54815, 42.99414, 42.68464, 42.40615, 42.29034, 42.57544, 44.32588, 42.56696, 42.48534, 42.39964, 42.658, 42.74398, 42.4815, 42.47094, 42.37973, 42.3532, 42.37396, 42.50162, 42.3534, 42.57011, 42.84554, 42.61486, 42.2261, 42.21399, 42.51155, 42.88884, 42.48772, 42.82493, 42.37195, 42.37966, 42.83876, 42.34161, 42.47904, 42.52961, 42.6003, 42.33495, 42.43242, 42.27175, 42.528, 42.41872, 42.29169, 42.303, 42.36066, 42.40783, 42.46229, 42.39455, 42.21779, 42.3802, 42.47334, 42.44146, 42.42581, 42.38883, 42.32384, 42.50943, 41.98661, 42.11915, 42.23623, 42.29238, 42.29595, 42.22131, 42.49724, 42.37742, 42.60597, 42.49086, 42.53508, 42.54368, 42.1859, 42.28094, 42.66618, 42.39907, 42.533, 42.24822, 42.42801, 42.40936, 42.36222
0.95, 42.26512, 42.14898, 42.55984, 42.41447, 42.63502, 42.31478, 42.1843, 43.29548, 43.08994, 42.31228, 43.72262, 42.76936, 42.19409, 42.41514, 42.15668, 42.939, 42.61398, 42.50428, 43.21518, 41.81876, 42.18457, 42.53371, 42.44053, 42.17429, 41.81695, 42.64418, 42.48962, 42.21581, 42.27639, 42.86908, 42.68725, 42.93703, 42.29892, 42.38817, 42.43712, 42.37671, 42.18354, 42.24874, 42.28879, 42.37201, 42.59286, 42.41198, 42.62251, 43.12521, 42.75568, 42.52778, 42.33966, 42.40942, 42.45652, 42.07678, 42.25047, 45.25229, 42.83255, 42.54519, 42.40882, 42.22705, 42.55645, 44.10133, 42.63922, 42.52895, 42.30593, 42.65332, 42.65958, 42.47441, 42.47383, 42.5187, 42.26523, 42.3905, 42.45383, 42.39074, 42.54487, 42.78424, 42.52, 42.38088, 42.25002, 42.49105, 42.99442, 42.55095, 42.81858, 42.41893, 42.37112, 42.77588, 42.38771, 42.45591, 42.48582, 42.48972, 42.29304, 42.44451, 42.27477, 42.51432, 42.36069, 42.29664, 42.22417, 42.40813, 42.43138, 42.52136, 42.37106, 42.18935, 42.8934, 42.46294, 42.50824, 42.47855, 42.28314, 42.36155, 42.51176, 41.98024, 42.05867, 42.35033, 42.42527, 42.37221, 42.13138, 42.4528, 42.40578, 42.50806, 42.45307, 42.52404, 42.47321, 42.31938, 42.30552, 42.64045, 42.41564, 42.47673, 42.28836, 42.42704, 42.45413, 42.21445
1, 42.22837, 42.17081, 42.55652, 42.38712, 42.68976, 42.3757, 42.17867, 43.31086, 43.0322, 42.29661, 43.66483, 42.78642, 42.16513, 42.39294, 42.17144, 42.93448, 42.56983, 42.44408, 43.19987, 41.81559, 42.23405, 42.52747, 42.43895, 42.22268, 41.85464, 42.62444, 42.53677, 42.15652, 42.20658, 42.86615, 42.64332, 42.95123, 42.32361, 42.38512, 42.42604, 42.33342, 42.15895, 42.21643, 42.27743, 42.35181, 42.61906, 42.41251, 42.67562, 43.079, 42.73118, 42.50135, 42.3555, 42.31905, 42.41492, 42.03562, 42.26186, 44.97973, 42.74471, 42.57561, 42.36755, 42.27704, 42.50616, 43.93747, 42.57632, 42.50641, 42.34364, 42.60245, 42.65543, 42.40591, 42.42198, 42.44436, 42.3219, 42.37808, 42.49784, 42.37493, 42.52985, 42.71967, 42.5387, 42.31156, 42.23785, 42.49626, 42.9247, 42.5364, 42.8597, 42.30098, 42.3889, 42.75824, 42.45263, 42.54575, 42.51218, 42.51392, 42.34645, 42.44186, 42.33898, 42.51194, 42.33461, 42.30953, 42.33747, 42.26727, 42.32067, 42.42847, 42.31666, 42.21911, 42.8186, 42.48352, 42.45324, 42.39536, 42.35389, 42.33017, 42.57642, 42.00956, 42.03907, 42.39044, 42.32634, 42.17943, 42.30602, 42.41916, 42.33909, 42.54072, 42.41584, 42.58296, 42.60033, 42.19692, 42.28755, 42.66138, 42.29133, 42.55913, 42.25362, 42.39584, 42.38459, 42.2675
1.05, 42.2043, 42.1519, 42.56387, 42.38964, 42.68127, 42.36647, 42.23981, 43.30826, 42.94995, 42.25628, 43.6643, 42.80666, 42.11525, 42.40697, 42.14056, 42.97406, 42.5448, 42.42696, 43.18677, 41.75633, 42.27491, 42.50124, 42.4417, 42.14538, 41.87802, 42.62595, 42.55483, 42.17963, 42.24173, 42.90459, 42.68066, 42.93119, 42.24834, 42.3962, 42.3876, 42.34383, 42.18475, 42.24926, 42.20533, 42.3368, 42.66177, 42.41373, 42.62963, 43.06108, 42.69537, 42.46834, 42.34304, 42.30453, 42.45229, 42.05482, 42.23545, 44.74088, 42.7366, 42.51732, 42.36853, 42.23158, 42.45036, 43.8615, 42.60902, 42.53883, 42.36435, 42.57602, 42.65363, 42.36289, 42.42197, 42.49503, 42.3547, 42.45247, 42.48289, 42.35838, 42.48854, 42.70922, 42.46595, 42.24445, 42.2301, 42.45332, 42.8866, 42.53911, 42.79817, 42.53932, 42.35511, 42.70788, 42.42091, 42.4781, 42.50336, 42.54723, 42.38151, 42.37307, 42.24205, 42.47404, 42.41994, 42.34574, 42.24351, 42.30465, 42.36728, 42.4236, 42.38146, 42.09327, 42.72825, 42.48134, 42.40974, 42.31713, 42.28395, 42.35442, 42.58382, 41.98961, 42.04941, 42.29576, 42.29754, 42.3955, 42.23623, 42.36288, 42.36529, 42.55875, 42.48304, 42.65382, 42.45184, 42.14013, 42.27414, 42.61625, 42.45287, 42.49625, 42.2486, 42.38762, 42.38786, 42.30602
1.1, 42.19483, 42.1455, 42.59062, 42.39314, 42.69885, 42.35773, 42.27602, 43.32173, 43.05909, 42.36187, 43.71446, 42.78096, 42.2412, 42.39658, 42.19722, 42.92292, 42.54778, 42.44186, 43.17997, 41.76875, 42.1999, 42.59255, 42.42168, 42.19422, 41.78565, 42.62935, 42.54877, 42.11246, 42.32758, 42.87712, 42.69332, 42.94855, 42.28809, 42.43652, 42.47011, 42.38748, 42.16207, 42.25991, 42.20666, 42.37535, 42.59315, 42.41137, 42.7253, 43.13549, 42.77603, 42.51486, 42.43874, 42.31102, 42.35424, 42.09088, 42.26573, 44.55761, 42.9317, 42.52884, 42.4491, 42.32537, 42.60581, 43.68728, 42.61079, 42.52541, 42.38775, 42.60002, 42.57608, 42.35367, 42.34413, 42.47536, 42.34605, 42.84642, 42.44752, 42.40181, 42.46779, 42.79293, 42.49189, 42.35347, 42.28881, 42.53165, 42.82423, 42.45057, 42.42345, 42.48598, 42.48019, 42.79947, 42.39265, 42.3899, 42.83433, 42.55836, 42.41829, 42.41125, 42.30822, 42.45555, 42.35619, 42.39559, 42.255, 42.35498, 42.38938, 42.45126, 42.31752, 42.2786, 42.68631, 42.5914, 42.44669, 42.46256, 42.38508, 42.24041, 42.47089, 41.97125, 42.21004, 42.3548, 42.35343, 42.3151, 42.09072, 42.38328, 42.29907, 42.41647, 42.44824, 42.52589, 42.6498, 42.19978, 42.31905, 42.68669, 42.38999, 42.46318, 42.25037, 42.47063, 42.38156, 42.31776
1.15, 42.29726, 42.26092, 42.31078, 42.33169, 42.96236, 42.27785, 42.08726, 43.31829, 42.84908, 42.23323, 42.88435, 42.92784, 42.03304, 42.37827, 45.17445, 42.73655, 42.48107, 42.62559, 42.85634, 41.85999, 42.31631, 42.6544, 43.04078, 42.28307, 42.18623, 42.78111, 42.55231, 42.85823, 42.41445, 43.02485, 42.73289, 42.91531, 42.20764, 42.45332, 42.91515, 42.40005, 42.54853, 42.28732, 42.32738, 42.29854, 42.8633, 42.29993, 42.74293, 42.73547, 42.27269, 42.48306, 42.44289, 42.19468, 42.46579, 42.10206, 42.40042, 43.49425, 43.139, 42.4914, 42.34113, 42.4332, 42.54164, 42.2953, 42.58302, 42.49826, 42.38342, 43.1064, 42.59554, 42.39085, 42.92551, 42.43967, 42.30118, 42.50357, 42.54308, 42.38338, 42.86346, 42.61603, 42.53968, 42.35787, 42.43464, 42.31884, 42.45749, 42.55091, 42.40337, 42.31004, 42.41219, 42.45581, 42.27439, 42.56287, 42.11803, 42.90849, 42.30022, 42.40405, 42.27968, 42.43057, 42.37608, 42.3083, 42.32658, 42.26921, 42.45613, 42.39691, 42.41811, 42.36344, 42.50744, 42.32578, 42.39413, 42.30395, 42.45829, 42.46397, 42.62211, 42.25334, 42.12379, 42.35472, 42.54891, 42.28895, 42.30806, 42.39533, 42.44277, 42.4121, 42.48439, 42.84553, 42.49537, 42.14766, 42.26469, 42.51294, 42.38119, 42.42939, 42.27304, 42.35807, 42.4725, 42.36979
1.2, 42.1625, 42.27876, 42.32018, 42.44852, 42.64215, 42.30848, 42.26778, 43.31023, 42.69657, 42.25283, 43.60603, 42.86049, 42.23875, 42.29978, 42.12305, 42.86889, 42.53855, 42.87367, 43.11719, 41.94204, 42.33965, 42.68177, 42.69831, 41.98834, 42.0748, 42.83149, 42.53171, 42.37893, 42.27364, 42.7943, 42.81284, 42.92432, 42.30119, 42.46596, 42.50561, 42.52153, 42.18514, 42.2812, 42.3019, 42.278, 42.58692, 42.39478, 42.74042, 42.94135, 42.45148, 42.51488, 42.56612, 42.44273, 42.48294, 42.31861, 42.38648, 44.5536, 42.98849, 42.63183, 42.36874, 42.55611, 42.58571, 44.60302, 42.50356, 42.54721, 42.39901, 42.7157, 42.62287, 42.57897, 42.63922, 42.34922, 42.2671, 43.3745, 42.56887, 42.45243, 42.52371, 43.11967, 42.35138, 42.32188, 42.17389, 42.35313, 42.78995, 42.47939, 42.39531, 42.43667, 42.49672, 42.33731, 42.22729, 42.49416, 42.4071, 42.62284, 42.24679, 42.37832, 42.39171, 42.45138, 42.39466, 42.35178, 42.38355, 42.31141, 42.27065, 42.35149, 42.56958, 42.51801, 42.59497, 42.2702, 42.39825, 42.18825, 42.59675, 42.56314, 42.71282, 42.43706, 42.16188, 42.48658, 42.56264, 42.49461, 42.35004, 42.35271, 42.46838, 42.52424, 42.43524, 42.76856, 42.54274, 42.32317, 42.34343, 42.42599, 42.5614, 42.43787, 42.30708, 42.49971, 42.35345, 42.24145
1.25, 42.28962, 42.29375, 42.3354, 42.45498, 42.58038, 42.2548, 42.38022, 43.28557, 42.61728, 42.22303, 43.48964, 42.7301, 42.18829, 42.40407, 42.14351, 42.82708, 42.4483, 42.86388, 43.15181, 41.86066, 42.37067, 42.64476, 42.68321, 41.92828, 42.00854, 42.85416, 42.56213, 42.37062, 42.30764, 42.76317, 42.70341, 42.92944, 42.50632, 42.44789, 42.65359, 42.5041, 42.1356, 42.38586, 42.25112, 42.29368, 42.61811, 42.29781, 42.68465, 42.95258, 42.4002, 42.42218, 42.49649, 42.43296, 42.6144, 42.34756, 42.41607, 44.66697, 42.8239, 42.586, 42.32923, 42.38657, 42.62416, 44.78748, 42.40908, 42.6252, 42.41116, 42.74233, 42.52841, 42.49747, 42.75922, 42.5607, 42.20153, 43.39464, 42.53342, 42.42976, 42.6235, 43.31161, 42.29379, 42.40293, 42.62248, 42.41326, 42.76621, 42.42766, 42.39925, 42.38546, 42.46481, 42.36939, 42.24595, 42.56945, 42.45647, 42.52866, 42.19646, 42.52507, 42.38769, 42.49577, 42.57107, 42.34874, 42.31885, 42.4236, 42.35535, 42.33859, 42.59804, 42.45406, 42.51588, 42.18031, 42.41618, 42.26574, 42.76441, 42.602, 42.93821, 42.3827, 42.3258, 42.34501, 42.49241, 42.40951, 42.36056, 42.3452, 42.38893, 42.49865, 42.45677, 42.72755, 42.51394, 42.38292, 42.38032, 42.40774, 42.43365, 42.2594, 42.31821, 42.4519, 42.32125, 42.41539
1.3, 42.24958, 42.23326, 42.35173, 42.40218, 42.67402, 42.31806, 42.32327, 43.34707, 42.66759, 42.22507, 43.55698, 43.08466, 42.09777, 42.36892, 42.06024, 42.90682, 42.5544, 42.75953, 43.18995, 41.87511, 42.28905, 42.68782, 42.73143, 41.99081, 42.06872, 42.92313, 42.55761, 42.38066, 42.16685, 42.79238, 42.78097, 42.93254, 42.28078, 42.46324, 42.55493, 42.38769, 42.18836, 42.34946, 42.20107, 42.26156, 42.60186, 42.31398, 42.78427, 43.01881, 42.44763, 42.49033, 42.49556, 42.30157, 42.52898, 42.24974, 42.3572, 44.63858, 43.19309, 42.53261, 42.65081, 42.40598, 42.63699, 44.63573, 42.4496, 42.54659, 42.38712, 42.6827, 42.58883, 42.50172, 43.03339, 42.46072, 42.21312, 43.22589, 42.57021, 42.4054, 42.79396, 43.23043, 42.34915, 42.37321, 42.78977, 42.34, 42.68288, 42.44595, 42.33199, 42.39493, 42.46885, 42.41814, 42.39034, 42.37105, 42.3595, 42.63029, 42.32682, 42.26875, 42.32212, 42.47228, 42.42199, 42.32002, 42.29737, 42.32793, 42.41636, 42.41931, 42.53268, 42.30316, 42.85118, 42.28697, 42.3534, 42.19722, 42.78999, 42.37373, 42.85406, 42.47878, 42.15083, 42.28126, 42.5829, 42.33833, 42.31126, 42.56101, 42.36327, 42.42906, 42.41403, 42.69766, 42.67975, 42.23103, 42.27835, 42.3722, 42.5517, 42.39611, 42.2578, 42.42734, 42.38005, 42.28326
1.35, 42.28544, 42.25303, 42.47744, 42.40588, 42.63905, 42.30602, 42.25479, 43.33035, 42.75008, 42.2117, 43.56075, 43.03746, 42.1562, 42.42726, 41.99459, 43.57619, 42.49356, 42.73761, 43.13699, 41.84688, 42.30901, 42.59667, 42.75811, 42.04836, 42.01696, 42.93237, 42.60252, 42.28335, 42.11035, 42.83156, 42.78567, 43.63377, 42.24321, 42.41769, 42.55503, 42.39169, 42.19691, 42.32416, 42.20621, 42.22955, 42.70198, 42.36976, 42.66784, 43.16627, 42.54139, 42.45331, 42.35146, 42.27007, 42.44521, 42.10257, 42.63652, 44.32253, 43.10928, 42.52961, 43.00175, 42.47644, 42.55844, 44.2925, 42.58747, 42.58354, 42.40358, 42.602, 42.62285, 42.47971, 43.3903, 42.48601, 42.24936, 43.04, 42.46047, 42.31865, 42.98442, 43.16902, 42.34512, 42.3013, 42.70461, 42.51398, 42.66904, 42.45195, 42.30592, 42.49061, 42.59457, 42.55679, 42.63305, 42.42858, 42.26997, 42.59307, 42.33743, 42.47735, 42.28576, 42.44264, 42.44225, 42.37151, 42.34746, 42.26703, 42.51899, 42.33853, 42.35523, 42.29892, 42.77444, 42.36246, 42.26788, 42.35433, 42.6318, 42.53533, 42.60149, 42.26978, 42.2012, 42.31248, 42.50566, 42.35601, 42.3139, 42.55619, 42.3832, 42.47897, 42.55446, 42.73031, 42.55445, 42.23441, 42.34015, 42.4943, 42.50728, 42.40838, 42.1578, 42.42629, 42.45435, 42.32803
1.4, 42.28311, 42.19738, 42.46103, 42.39708, 42.62621, 42.30414, 42.33575, 43.32009, 42.76242, 42.20606, 43.55318, 42.96812, 42.18456, 42.3628, 41.90395, 43.39051, 42.48242, 42.71256, 43.15937, 41.74819, 42.28312, 42.5736, 42.80678, 42.03527, 41.99598, 42.95628, 42.59083, 42.28543, 42.2043, 42.79958, 42.81013, 44.68441, 42.35023, 42.42679, 42.52708, 42.48304, 42.21986, 42.31484, 42.20443, 42.24699, 42.67523, 42.32087, 42.67511, 43.09581, 42.49471, 42.52584, 42.37931, 42.16798, 42.47192, 42.1296, 42.4924, 44.08492, 42.97385, 42.45238, 43.12723, 42.34068, 42.54663, 44.12662, 42.61436, 42.54147, 42.43806, 42.57472, 42.60849, 42.51299, 43.41186, 42.36916, 42.26815, 42.97716, 42.41226, 42.30771, 42.9004, 43.03708, 42.28576, 42.35614, 42.70383, 42.5765, 42.66225, 42.57139, 42.34055, 42.49682, 42.57436, 42.64166, 42.50895, 42.3053, 42.30938, 42.61982, 42.35625, 42.54707, 42.27469, 42.37696, 42.36215, 42.43386, 42.41783, 42.26527, 42.36384, 42.409, 42.53136, 42.42035, 42.69468, 42.32551, 42.3757, 42.25413, 42.64157, 42.36082, 42.51596, 42.25541, 42.15024, 42.16735, 42.495, 42.26801, 42.25427, 42.49191, 42.31158, 42.46145, 42.45858, 42.78597, 42.54017, 42.20414, 42.34111, 42.56817, 42.45889, 42.40398, 42.1158, 42.39151, 42.51261, 42.3817
1.45, 42.25559, 42.19327, 42.46389, 42.35084, 42.6544, 42.31393, 42.3241, 43.38371, 42.74732, 42.1972, 43.53954, 42.97557, 42.17465, 42.38176, 41.91621, 43.27734, 42.48554, 42.68736, 43.11452, 41.93124, 42.32264, 42.53574, 42.77627, 42.03955, 42.03662, 42.90656, 42.58398, 42.25433, 42.23388, 42.81847, 42.73703, 44.69903, 42.37675, 42.42691, 42.55576, 42.47955, 42.21783, 42.31023, 42.19469, 42.22476, 42.68731, 42.36761, 42.70542, 43.06324, 42.51937, 42.50526, 42.42141, 42.19803, 42.48905, 42.13942, 42.42606, 44.01622, 42.84114, 42.45448, 43.06516, 42.29655, 42.55633, 43.94337, 42.59552, 42.53175, 42.40079, 42.60136, 42.66103, 42.51505, 43.26804, 42.46006, 42.32604, 42.92185, 42.43021, 42.37331, 43.04936, 42.97012, 42.29994, 42.37258, 42.5803, 42.58639, 42.63819, 42.56163, 42.35907, 42.43291, 42.5748, 42.65195, 42.37997, 42.42352, 42.33231, 42.6478, 42.35002, 42.45964, 42.23283, 42.43101, 42.42562, 42.30405, 42.29436, 42.27375, 42.44909, 42.36823, 42.55422, 42.4591, 42.71462, 42.36158, 42.34362, 42.381, 42.64957, 42.44512, 42.54678, 42.26949, 42.0667, 42.16905, 42.46563, 42.41338, 42.26006, 42.71085, 42.30702, 42.50867, 42.49017, 42.74642, 42.5104, 42.15085, 42.34848, 42.46478, 42.50035, 42.51561, 42.15249, 42.44267, 42.44109, 42.34875
1.5, 42.21295, 42.25273, 42.42635, 42.34992, 42.61207, 42.32454, 42.34791, 43.31739, 42.72853, 42.16291, 43.4146, 42.94191, 42.13889, 42.34545, 41.96752, 43.20427, 42.46089, 42.64222, 43.14987, 41.73499, 42.36363, 42.53709, 42.76963, 42.03064, 42.07978, 42.91473, 42.60215, 42.2743, 42.13572, 42.78373, 42.74677, 44.409, 42.32241, 42.40451, 42.50253, 42.51965, 42.26354, 42.27433, 42.19361, 42.23737, 42.68308, 42.33831, 42.67669, 43.01947, 42.42692, 42.48364, 42.38334, 42.21857, 42.50484, 42.17071, 42.42016, 43.83801, 42.76619, 42.46463, 42.93233, 42.40763, 42.47997, 43.87217, 42.54792, 42.55363, 42.29918, 42.55502, 42.69873, 42.507, 43.20086, 42.40575, 42.28626, 42.91891, 42.41555, 42.34555, 43.17004, 42.90867, 42.27254, 42.33337, 42.53398, 42.52502, 42.63017, 42.52163, 42.37511, 42.40517, 42.51563, 42.48009, 42.47249, 42.50534, 42.2956, 42.60244, 42.34434, 42.46223, 42.3021, 42.43216, 42.37783, 42.41782, 42.37458, 42.23705, 42.44663, 42.3119, 42.54382, 42.37696, 42.64158, 42.39565, 42.37104, 42.27439, 42.62649, 42.51638, 42.64495, 42.45741, 42.10162, 42.16626, 42.48927, 42.33721, 42.26443, 42.63153, 42.40644, 42.42467, 42.44085, 42.65739, 42.51518, 42.20637, 42.26876, 42.44834, 42.41539, 42.52711, 42.16203, 42.39861, 42.45976, 42.3312
1.55, 42.2528, 42.22463, 42.40987, 42.38374, 42.63609, 42.38619, 42.26759, 43.33365, 42.75874, 42.20366, 43.39196, 42.92663, 42.1358, 42.36786, 41.99893, 43.22662, 42.46494, 42.66211, 43.07283, 41.85329, 42.29892, 42.53598, 42.6682, 42.04788, 42.03457, 42.91, 42.57638, 42.24208, 42.14872, 42.81708, 42.76459, 44.23742, 42.26695, 42.44918, 42.4932, 42.47028, 42.21189, 42.26873, 42.25163, 42.25205, 42.6643, 42.33438, 42.68547, 43.02024, 42.47614, 42.47497, 42.3929, 42.21883, 42.4929, 42.12294, 42.3806, 43.69836, 42.73514, 42.40808, 42.92427, 42.36338, 42.44937, 43.72261, 42.55563, 42.55451, 42.34009, 42.53972, 42.72968, 42.44524, 43.10215, 42.44643, 42.29367, 42.85629, 42.45014, 42.29325, 43.22688, 42.8783, 42.21754, 42.32704, 42.46752, 42.48604, 42.61972, 42.62673, 42.29164, 42.43665, 42.51942, 42.57511, 42.35863, 42.45697, 42.29789, 42.59669, 42.27523, 42.51413, 42.28984, 42.37415, 42.3365, 42.35894, 42.48536, 42.25638, 42.50421, 42.28012, 42.51363, 42.35378, 42.58954, 42.33272, 42.38245, 42.32968, 42.65217, 42.46724, 42.56399, 42.27627, 42.10616, 42.14514, 42.52178, 42.33188, 42.33231, 42.59173, 42.38992, 42.46286, 42.4427, 42.74934, 42.52551, 42.21453, 42.24281, 42.5735, 42.32972, 42.46904, 42.14429, 42.40596, 42.45578, 42.2442
1.6, 42.20907, 42.231, 42.33561, 42.37201, 42.65857, 42.31921, 42.29039, 43.32339, 42.70253, 42.17604, 43.30671, 42.87081, 42.11945, 42.3825, 41.96947, 43.12333, 42.47511, 42.58359, 43.02631, 41.84911, 42.33011, 42.54949, 42.61815, 42.04645, 42.13494, 42.84054, 42.57019, 42.21555, 42.17769, 42.80132, 42.73432, 44.11082, 42.23311, 42.41764, 42.52498, 42.41286, 42.25176, 42.28439, 42.19198, 42.20755, 42.64658, 42.33405, 42.6765, 43.00684, 42.4607, 42.41573, 42.4599, 42.25977, 42.5483, 42.15757, 42.35069, 43.59945, 42.61344, 42.38705, 42.82414, 42.31827, 42.51211, 43.66328, 42.49988, 42.52901, 42.31705, 42.49212, 42.6971, 42.43207, 43.00307, 42.43309, 42.3147, 42.87494, 42.44647, 42.3212, 43.23638, 42.82701, 42.23255, 42.23879, 42.48204, 42.49884, 42.58204, 42.47526, 42.3026, 42.39863, 42.48967, 42.48651, 42.44096, 42.49761, 42.22832, 42.57965, 42.24988, 42.51222, 42.27986, 42.4381, 42.49181, 42.34745, 42.24603, 42.28785, 42.42625, 42.35421, 42.46148, 42.39233, 42.65492, 42.4423, 42.37326, 42.29874, 42.60684, 42.36832, 42.60217, 42.4148, 42.06011, 42.15748, 42.46774, 42.30368, 42.25815, 42.55058, 42.20837, 42.50676, 42.53963, 42.71443, 42.54066, 42.11584, 42.23865, 42.42448, 42.45419, 42.42869, 42.14894, 42.35574, 42.51085, 42.34238
1.65, 42.20252, 42.23398, 42.36527, 42.35281, 42.68732, 42.36225, 42.28829, 43.31983, 42.70426, 42.17311, 43.32503, 42.88795, 42.09896, 42.3354, 42.03488, 43.05378, 42.48842, 42.5653, 43.04575, 41.87627, 42.29825, 42.50948, 42.58904, 42.05027, 42.02341, 42.85588, 42.55716, 42.28555, 42.11845, 42.81622, 42.72585, 44.02205, 42.2702, 42.4552, 42.54499, 42.45936, 42.21714, 42.26357, 42.26614, 42.29902, 42.62259, 42.33387, 42.64339, 42.95987, 42.44986, 42.40501, 42.34834, 42.21166, 42.53094, 42.1083, 42.3605, 43.47223, 42.58678, 42.3921, 42.75615, 42.31005, 42.50836, 43.51449, 42.56256, 42.54612, 42.67571, 42.50136, 42.63123, 42.45162, 42.94854, 42.42107, 42.23676, 42.81028, 42.49286, 42.34015, 43.20042, 42.81165, 42.27607, 42.28851, 42.44593, 42.44872, 42.61132, 42.50517, 42.30375, 42.33149, 42.50518, 42.54134, 42.40176, 42.51263, 42.25152, 42.61047, 42.27542, 42.49431, 42.30854, 42.39484, 42.39588, 42.33319, 42.42943, 42.27522, 42.34058, 42.37287, 42.44867, 42.37636, 42.77291, 42.36935, 42.40524, 42.33127, 42.64727, 42.45811, 42.5678, 42.26303, 42.05338, 42.17696, 42.41764, 42.45058, 42.2148, 42.38018, 42.37962, 42.5285, 42.42319, 42.76118, 42.466, 42.14929, 42.32409, 42.41773, 42.33749, 42.44388, 42.19506, 42.40825, 42.46498, 42.46423
