 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125
Time(s)/Cell Status, rejected, accepted, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, rejected, rejected, accepted, accepted, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, rejected, rejected, accepted, accepted, rejected, accepted, rejected, accepted, rejected, rejected, accepted, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected, rejected, rejected, accepted, rejected, rejected, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected
11.35, 42.30943, 42.01729, 42.60197, 42.50021, 43.07182, 42.34112, 42.20033, 43.21738, 43.10258, 42.37231, 42.83789, 42.7753, 42.60976, 42.46136, 42.44284, 43.22901, 42.382, 42.37775, 43.98254, 41.69681, 42.21092, 42.67213, 42.36503, 42.62207, 41.6329, 42.65625, 42.40379, 42.04638, 42.52531, 44.42655, 43.57765, 43.75917, 42.40796, 42.48003, 42.21569, 42.42098, 42.22725, 42.17663, 42.2263, 42.22696, 42.68647, 42.29903, 42.92561, 43.15761, 44.10284, 43.1464, 42.47368, 42.63964, 42.44217, 42.29337, 42.38676, 43.64989, 42.21042, 43.01048, 42.70924, 42.28452, 42.54222, 43.13053, 42.65511, 43.01612, 42.52335, 43.13407, 42.60519, 43.06788, 42.5779, 42.69032, 42.57936, 43.07841, 42.33666, 42.63686, 42.71294, 43.42974, 42.32978, 42.31256, 42.28551, 42.39605, 43.00322, 42.52975, 42.24688, 42.58001, 42.32759, 42.82072, 42.44586, 42.52938, 42.54966, 42.72052, 42.86345, 42.55108, 42.23585, 42.46894, 42.51614, 42.28627, 42.33615, 42.29813, 42.62176, 42.81057, 42.53744, 42.23317, 42.62943, 42.24034, 42.47186, 42.12894, 42.31213, 42.58848, 42.23265, 42.74293, 42.60342, 42.44971, 42.3657, 42.38357, 42.17881, 42.33392, 42.44143, 42.62768, 42.38777, 42.37078, 42.61195, 42.41207, 42.76069, 42.65926, 42.49228, 42.67539, 42.25587, 42.38382, 42.49181, 42.30556
11.4, 42.29848, 41.9854, 42.5428, 42.40708, 43.05698, 42.35266, 42.1711, 43.20283, 43.01987, 42.35909, 42.83192, 42.88694, 42.49235, 42.51078, 42.48005, 43.17107, 42.39687, 42.39368, 44.03866, 41.6871, 42.15796, 42.61529, 42.37933, 42.56535, 41.62405, 42.72654, 42.3819, 42.09405, 42.54439, 44.32271, 43.59364, 43.72958, 42.4277, 42.42155, 42.2033, 42.40186, 42.15145, 42.14645, 42.24315, 42.25245, 42.67024, 42.33438, 42.86488, 43.10299, 43.89465, 43.05785, 42.51834, 42.57651, 42.44212, 42.34374, 42.37807, 43.55448, 42.17467, 43.04608, 42.62016, 42.28389, 42.5551, 43.14716, 42.74529, 43.38474, 42.73538, 43.22733, 42.62817, 42.94474, 42.61526, 42.78902, 42.46349, 42.99281, 42.37978, 42.70322, 42.64671, 43.41213, 42.27718, 42.3046, 42.31507, 42.5558, 42.94743, 42.48587, 42.28094, 42.50129, 42.29252, 42.79363, 42.40551, 42.46325, 42.52067, 42.70329, 42.54169, 42.4984, 42.25365, 42.44332, 42.51394, 42.51907, 42.36271, 42.26709, 42.93388, 42.81486, 42.57616, 42.33387, 42.60275, 42.27261, 42.45419, 42.18442, 42.37349, 42.50077, 42.18258, 42.70517, 42.49855, 42.50546, 42.37425, 42.18253, 42.28133, 42.30217, 42.5556, 42.58913, 42.43147, 42.34118, 42.52749, 42.31786, 42.65353, 42.65517, 42.55839, 42.62533, 42.26694, 42.42536, 42.34595, 42.38404
11.45, 42.29023, 41.98334, 42.52176, 42.41571, 43.04562, 42.38552, 42.15026, 43.19805, 42.97731, 42.3258, 42.92833, 43.19708, 42.39376, 42.4431, 42.42891, 43.12716, 42.47791, 42.38161, 44.01012, 41.68983, 42.25977, 42.58984, 42.45709, 42.49252, 41.6554, 42.68699, 42.31882, 42.10112, 42.6147, 44.2326, 43.63094, 43.52648, 42.43056, 42.4361, 42.11071, 42.34155, 42.18273, 42.11686, 42.16529, 42.30186, 42.70317, 42.33705, 43.05193, 43.08518, 43.77513, 42.96817, 42.59512, 42.50518, 42.35546, 42.29392, 42.33839, 43.41212, 42.13234, 43.00518, 42.65646, 42.45258, 42.443, 43.28451, 42.62548, 43.14909, 42.83994, 43.21224, 42.64344, 42.8326, 42.62088, 42.73793, 42.36906, 43.05902, 42.34741, 42.54152, 42.71172, 43.33133, 42.5593, 42.21351, 42.27968, 42.54805, 42.9074, 42.44538, 42.29813, 42.47562, 42.29888, 42.73212, 42.359, 42.45104, 42.45555, 42.7014, 42.43317, 42.81155, 42.30901, 42.40604, 42.43361, 42.31776, 42.32189, 42.3953, 42.96213, 42.73421, 42.53437, 42.42661, 42.57615, 42.21331, 42.44687, 42.16796, 42.33664, 42.48018, 42.20507, 42.6711, 42.41955, 42.42883, 42.45741, 42.35347, 42.31174, 42.39138, 42.46241, 42.59987, 42.27953, 42.38578, 42.41081, 42.32347, 42.49679, 42.57785, 42.48006, 42.61765, 42.28607, 42.35971, 42.30947, 42.26418
11.5, 42.37989, 42.04139, 42.50814, 42.45721, 42.97698, 42.38873, 42.19107, 43.11522, 42.87995, 42.3453, 42.93128, 43.74552, 42.30093, 42.51932, 42.39212, 43.13845, 42.42177, 42.31275, 44.00859, 41.88344, 42.23792, 42.61657, 42.53276, 42.44115, 41.75687, 42.70531, 42.27569, 42.10373, 42.49681, 44.12176, 43.58054, 43.34878, 42.44962, 42.44129, 42.19074, 42.19404, 42.03575, 42.19881, 42.2138, 42.30674, 42.62253, 42.31415, 43.00436, 43.04559, 43.57896, 42.8974, 42.78301, 42.43243, 42.39142, 42.25076, 42.28934, 43.47298, 42.14994, 43.02089, 42.59943, 42.34265, 42.50275, 43.12819, 42.66558, 42.87722, 42.64468, 43.22668, 42.58055, 42.76232, 42.59259, 42.64313, 42.28563, 42.97306, 42.3382, 42.55622, 42.79113, 43.21481, 42.79431, 42.13193, 42.23563, 42.49607, 42.90022, 42.48042, 42.34279, 42.46902, 42.23221, 42.89766, 42.43921, 42.42368, 42.41396, 42.65121, 42.48896, 42.75973, 42.22131, 42.28205, 42.46406, 42.31657, 42.21185, 42.50938, 42.94247, 42.67063, 42.5127, 42.44982, 42.58828, 42.3391, 42.43342, 42.29662, 42.45115, 42.47963, 42.24397, 42.71415, 42.5512, 42.41064, 42.37342, 42.29946, 42.23264, 42.33199, 42.439, 42.72687, 42.29935, 42.85702, 42.56451, 42.51257, 42.49176, 42.49495, 42.4444, 42.48889, 42.32594, 42.38852, 42.38044, 42.33455
11.55, 42.36674, 42.00298, 42.52976, 42.43459, 42.94088, 42.33136, 42.20995, 43.1903, 42.91424, 42.36459, 42.89481, 44.29041, 42.25735, 42.56816, 42.42528, 43.12587, 42.4091, 42.34745, 43.88933, 41.87169, 42.25304, 42.57792, 42.46725, 42.34972, 41.7453, 42.6042, 42.27145, 42.09359, 42.3723, 44.05095, 43.55036, 43.34741, 42.44695, 42.3759, 42.1742, 42.46643, 42.12577, 42.1982, 42.20495, 42.2889, 42.63167, 42.29263, 42.98747, 43.08473, 43.50093, 42.92687, 42.69047, 42.39539, 42.40022, 42.23698, 42.4012, 43.29336, 42.25743, 42.9966, 42.60445, 42.33862, 42.44921, 43.08201, 42.644, 43.33821, 42.51959, 43.09268, 42.61045, 42.61906, 42.54594, 42.52693, 42.44629, 42.85195, 42.29515, 42.48151, 42.69776, 43.10115, 42.92641, 42.09688, 42.25797, 42.35908, 42.86974, 42.53831, 42.36064, 42.53295, 42.27829, 42.81944, 42.43054, 42.48906, 42.5191, 42.62752, 42.48507, 42.94437, 42.28991, 42.22762, 42.42386, 42.2865, 42.24185, 42.33848, 42.87243, 42.65161, 42.54974, 42.40321, 42.57784, 42.37318, 42.43365, 42.25314, 42.40294, 42.40218, 42.27249, 42.72012, 42.50748, 42.38631, 42.47341, 42.34532, 42.26118, 42.26298, 42.46662, 42.66661, 42.26955, 42.63819, 42.44239, 42.45621, 42.40938, 42.49336, 42.43758, 42.51063, 42.30178, 42.34241, 42.3568, 42.29581
11.6, 42.39607, 41.98663, 42.51909, 42.42793, 42.89023, 42.4083, 42.18085, 43.1109, 42.85635, 42.32184, 42.82417, 44.57034, 42.20073, 42.55135, 42.39112, 43.06718, 42.45183, 42.3427, 43.75498, 41.83651, 42.27306, 42.66192, 42.48438, 42.3216, 41.67722, 42.59095, 42.31049, 42.10546, 42.51854, 43.87328, 43.47007, 43.35438, 42.50352, 42.40498, 42.17825, 43.09149, 42.05359, 42.2121, 42.20707, 42.29155, 42.66013, 42.31479, 42.88203, 43.03534, 43.44486, 42.89787, 42.59628, 42.65361, 42.39169, 42.30624, 42.38499, 43.17603, 42.21767, 42.91243, 42.59361, 42.28263, 42.42057, 42.9867, 42.63864, 43.25411, 42.65679, 43.0546, 42.578, 42.99942, 42.58011, 42.6177, 42.38345, 42.7373, 42.33485, 42.44871, 42.68322, 43.04987, 42.73468, 42.07979, 42.30101, 42.38688, 42.91235, 42.51359, 42.35424, 42.4614, 42.30629, 42.81363, 42.36591, 42.4661, 42.52324, 42.64598, 42.4333, 42.66537, 42.25218, 42.23541, 42.44737, 42.31286, 42.22641, 42.38958, 42.86034, 42.62642, 42.42151, 42.42094, 42.57876, 42.33816, 42.44817, 42.22965, 42.44185, 42.4299, 42.32658, 42.65028, 42.49474, 42.36919, 42.33916, 42.33636, 42.19675, 42.29562, 42.50461, 42.75866, 42.25279, 42.57883, 42.49308, 42.41915, 42.47951, 42.80484, 42.4852, 42.56445, 42.2903, 42.38161, 42.34122, 42.28865
11.65, 42.28327, 41.9921, 42.50315, 42.40902, 42.85537, 42.32585, 42.19526, 43.19677, 42.79546, 42.26033, 42.87482, 44.45132, 42.22506, 42.51256, 42.35414, 42.98273, 42.45198, 42.37898, 43.8268, 41.85935, 42.28775, 42.62359, 42.44113, 42.29992, 41.6937, 42.61987, 42.31638, 42.13564, 43.19526, 43.92266, 43.34031, 43.32631, 42.41975, 42.41875, 42.24522, 42.8842, 42.0672, 42.26542, 42.22192, 42.30634, 42.64187, 42.30764, 42.95708, 42.95766, 43.34258, 42.82149, 42.55677, 42.61415, 42.35699, 42.286, 42.37122, 43.13725, 42.18863, 42.85397, 42.58906, 42.35265, 42.44102, 42.98687, 42.61677, 43.12919, 42.70671, 42.97432, 42.61195, 42.92294, 42.57089, 42.70573, 42.31463, 42.76743, 42.3512, 42.44756, 42.59045, 43.01652, 42.67112, 42.1501, 42.22401, 42.32525, 42.76807, 42.4252, 42.34755, 42.44197, 42.28986, 42.80829, 42.45728, 42.53217, 42.42326, 42.63956, 42.3395, 42.6333, 42.27264, 42.34015, 42.40951, 42.30614, 42.16846, 42.41405, 42.71945, 42.57199, 42.36489, 42.41755, 42.53236, 42.24056, 42.34486, 42.2616, 42.4333, 42.40399, 42.21125, 42.61562, 42.41129, 42.46538, 42.44219, 42.33847, 42.21227, 42.36338, 42.31347, 42.69876, 42.28068, 42.72528, 42.59222, 42.45965, 42.4229, 42.93942, 42.44807, 42.4499, 42.32069, 42.38113, 42.33379, 42.24942
11.7, 42.47108, 42.25008, 42.55786, 42.27541, 42.98431, 42.3694, 42.17042, 43.44473, 42.77137, 42.31812, 42.93887, 44.62211, 42.08836, 42.48947, 42.24349, 42.82595, 42.41813, 42.45274, 43.95059, 41.77381, 42.2269, 42.62922, 42.30232, 42.31221, 41.81976, 42.73193, 42.55806, 42.2943, 43.16174, 43.74327, 43.49897, 43.67352, 42.29688, 42.36934, 42.40184, 42.34319, 42.22166, 42.23384, 42.25468, 42.27522, 42.48754, 42.31562, 42.84872, 43.0121, 42.82558, 42.81171, 42.53377, 42.52269, 42.49675, 42.15354, 42.40611, 43.02232, 42.31796, 42.72086, 42.46757, 42.32949, 42.5512, 43.13472, 42.61843, 42.9874, 42.60923, 42.99162, 42.63679, 42.75765, 42.48723, 42.57365, 42.38875, 42.92713, 42.48077, 42.40901, 42.74649, 43.05424, 42.77532, 42.35797, 42.30751, 42.57407, 42.70909, 42.37467, 42.35649, 42.49432, 42.43031, 42.55906, 42.39835, 42.44888, 42.33486, 42.67303, 42.34481, 42.65628, 42.29935, 42.45387, 42.56105, 42.37833, 42.27489, 42.44621, 42.34802, 42.68316, 42.54023, 42.37244, 42.53991, 42.49124, 42.61305, 42.36475, 42.41805, 42.58345, 42.48706, 41.92289, 42.39249, 42.18756, 42.34937, 42.31872, 42.41247, 42.41051, 42.42404, 42.50231, 42.56582, 42.25733, 42.41291, 42.12822, 42.28637, 42.70568, 42.37392, 42.41312, 42.23926, 42.46544, 42.48653, 42.42686
11.75, 42.18737, 42.74929, 42.49281, 42.4916, 43.20759, 42.44363, 42.43972, 42.54858, 42.08041, 41.97209, 42.2204, 42.28507, 42.41364, 42.41922, 42.27202, 42.30279, 42.24749, 42.29248, 42.51324, 43.80234, 42.31597, 42.5078, 42.7088, 42.90351, 42.01379, 42.39883, 42.37754, 42.35801, 42.74675, 42.44042, 42.57269, 42.47651, 42.55322, 42.26387, 42.4411, 42.53175, 42.59175, 42.35278, 42.45749, 42.1288, 42.19026, 42.75295, 41.98763, 42.1175, 42.19947, 42.74424, 42.2047, 42.38267, 42.09314, 42.97274, 42.47115, 42.10733, 42.69627, 42.11616, 42.1633, 42.39877, 42.2672, 42.19696, 42.3944, 42.15154, 42.35809, 41.85679, 42.2494, 42.53892, 42.84289, 42.2009, 42.22265, 42.57251, 42.55315, 42.33776, 42.36883, 42.04049, 42.82292, 42.28947, 43.31984, 42.34097, 42.27362, 41.94839, 42.40723, 42.31251, 42.22909, 42.04503, 42.49728, 42.31765, 42.25597, 42.20694, 42.33961, 42.40008, 42.56814, 42.09229, 42.38077, 42.44779, 42.62684, 42.38588, 42.26655, 42.43382, 42.29757, 42.38275, 42.12576, 42.31911, 42.40434, 42.57534, 42.22092, 42.17849, 42.55253, 42.37316, 42.51492, 42.30016, 42.34808, 42.24954, 42.58403, 42.47831, 42.40609, 42.11101, 42.36812, 42.23344, 41.99789, 42.47408, 42.33311, 42.11013, 42.37686, 42.3287, 42.26962, 42.27914, 42.39796, 42.51778
11.8, 42.43727, 42.30069, 42.48836, 42.32283, 43.00243, 42.56138, 43.76348, 43.21245, 42.35146, 42.33994, 42.8524, 44.02155, 42.42037, 42.49746, 42.35676, 42.65538, 42.11396, 42.45412, 43.0738, 41.9543, 42.33419, 42.48712, 42.60919, 42.18097, 42.12995, 42.78662, 42.59035, 42.3444, 42.54572, 42.96368, 43.17509, 43.19675, 42.48245, 42.49104, 42.37567, 42.37649, 42.19005, 42.37536, 42.41689, 42.35232, 42.42662, 42.66473, 42.60131, 42.95799, 42.29119, 43.14822, 42.40516, 42.58255, 42.89464, 42.89285, 42.62404, 42.713, 42.8339, 42.3829, 42.26077, 42.27721, 42.4673, 43.15022, 42.45452, 42.31743, 42.5632, 42.77634, 42.83335, 42.62065, 42.61339, 42.35073, 42.28295, 43.07648, 42.5658, 42.44213, 43.09039, 42.66568, 42.74924, 42.31777, 42.4747, 42.70509, 42.9743, 42.5597, 42.35184, 42.5766, 42.30246, 42.37731, 42.72332, 42.27065, 42.17851, 42.7368, 42.31971, 42.58283, 42.46626, 42.22058, 42.31963, 42.30422, 42.55029, 42.5494, 42.32288, 42.33846, 42.47701, 42.63478, 42.65752, 42.37067, 42.68215, 42.74688, 42.49891, 42.46675, 42.45682, 42.44225, 42.47457, 42.48584, 42.68024, 42.38033, 42.66861, 42.56299, 42.38948, 42.49452, 42.3906, 42.45135, 42.20159, 42.08364, 42.59158, 42.4642, 42.43756, 42.34513, 42.51507, 42.61658, 42.3466, 42.26716
11.85, 42.15581, 42.29339, 42.48003, 42.44162, 43.10111, 42.38905, 42.08321, 43.39721, 43.0886, 42.12411, 42.8755, 43.00767, 42.13515, 42.35106, 43.72948, 42.86116, 42.51804, 42.66056, 42.83388, 41.79932, 42.39553, 42.77419, 43.38696, 42.24408, 42.32415, 42.91824, 42.58965, 43.58244, 42.84684, 43.31047, 42.74378, 42.92422, 42.21152, 42.66824, 43.1672, 42.43851, 42.69958, 42.30766, 42.32711, 42.57764, 42.92824, 42.321, 42.76052, 42.73948, 42.35543, 42.71453, 42.44968, 42.25831, 42.52958, 42.02748, 42.45731, 44.46394, 43.42397, 42.48449, 42.36284, 42.45451, 42.66486, 42.48221, 42.45966, 42.54336, 42.39424, 43.30227, 42.77826, 42.31001, 43.48548, 42.53488, 42.31318, 42.63607, 42.58342, 42.38436, 42.99121, 42.62186, 43.18233, 42.34178, 42.56116, 42.29959, 42.55704, 42.42274, 42.40813, 42.26078, 42.40673, 42.41655, 42.27876, 42.56138, 42.26559, 42.5835, 42.21417, 42.36847, 42.3208, 42.36094, 42.44152, 42.26571, 42.38302, 42.22762, 42.44014, 42.39902, 42.44245, 42.39545, 42.54612, 42.37295, 42.61366, 42.19096, 42.48701, 42.45985, 42.78591, 42.53194, 42.21492, 42.41521, 42.60439, 42.34943, 42.32216, 42.44225, 42.40273, 42.41187, 42.6202, 42.81843, 42.6004, 42.22048, 42.35351, 42.44744, 42.38698, 42.46783, 42.35271, 42.43342, 42.43211, 42.33913
11.9, 42.47875, 42.33496, 42.32069, 42.35287, 42.91226, 42.52405, 44.06195, 43.33898, 42.48973, 42.33796, 42.91138, 44.06177, 42.3367, 42.54112, 42.18953, 42.77086, 42.36064, 42.58615, 43.29903, 41.89616, 42.29939, 42.71733, 42.73335, 42.1615, 42.14646, 42.84863, 42.88858, 42.35102, 42.47553, 43.25094, 43.27814, 43.26381, 42.3746, 42.57259, 42.3601, 42.36581, 42.19827, 42.38315, 42.38491, 42.32812, 42.41778, 42.53345, 42.79123, 42.97951, 42.38932, 43.1819, 42.31412, 42.47658, 42.88764, 42.50581, 42.58675, 42.78242, 42.57479, 42.50871, 42.35477, 42.29284, 42.4148, 44.4938, 42.93426, 42.6001, 42.64719, 42.81224, 42.89301, 42.65715, 42.62619, 42.49054, 42.32751, 43.59628, 42.57256, 42.36025, 43.05813, 42.89841, 43.03082, 42.30962, 42.61969, 42.6302, 42.94587, 42.42435, 42.34563, 42.5011, 42.30061, 42.50656, 42.56039, 42.28978, 42.19688, 42.74609, 42.28539, 42.74247, 42.36386, 42.68216, 42.3943, 42.2174, 42.5081, 42.46937, 42.37553, 42.41343, 42.45367, 42.43885, 42.59441, 42.41141, 42.53625, 42.57708, 42.41823, 42.48747, 42.40898, 42.53956, 41.96918, 42.25341, 42.62511, 42.37468, 42.6889, 42.60572, 42.27652, 42.53413, 42.71863, 42.55097, 42.28635, 42.21203, 42.52563, 42.61908, 42.28928, 42.40603, 42.43222, 42.57271, 42.47739, 42.15398
11.95, 42.43209, 42.32272, 42.23122, 42.30891, 42.93972, 42.51122, 44.2292, 43.33619, 42.538, 42.26572, 42.86722, 43.91928, 42.32259, 42.51402, 42.05944, 42.67471, 42.3246, 42.5136, 43.30833, 41.97604, 42.29972, 42.71248, 42.99723, 42.19937, 42.19908, 42.83464, 43.03194, 42.35986, 42.38013, 43.19555, 43.24221, 43.21125, 42.37825, 42.66471, 42.37534, 42.4748, 42.15492, 42.37726, 42.34212, 42.36971, 42.38113, 42.5383, 42.84382, 42.85455, 42.42973, 43.18165, 42.56173, 42.47067, 42.73499, 42.46189, 42.53402, 42.79823, 42.48322, 42.48737, 42.40075, 42.39227, 42.5229, 45.30307, 43.28452, 42.61837, 42.52242, 42.71766, 42.83015, 42.61781, 42.61418, 42.52534, 42.23698, 43.75126, 42.51412, 42.37111, 43.02601, 42.87007, 43.16064, 42.21511, 42.51386, 42.44613, 42.75381, 42.58491, 42.37324, 42.47913, 42.37141, 42.38081, 42.43301, 42.33247, 42.15823, 42.70895, 42.40496, 42.53766, 42.45401, 42.81791, 42.34852, 42.26987, 42.38244, 42.35112, 42.41623, 42.47995, 42.4725, 42.32773, 42.60952, 42.39123, 42.7228, 42.54822, 42.40508, 42.57336, 42.42382, 42.44603, 42.01476, 42.19176, 42.57659, 42.33054, 42.73885, 42.62688, 42.25513, 42.52177, 42.62405, 42.5658, 42.30331, 42.18353, 42.38971, 42.68417, 42.30066, 42.34354, 42.3536, 42.51115, 42.41744, 42.45182
12, 42.39509, 42.33258, 42.2988, 42.25636, 42.85005, 42.44246, 43.16785, 43.33311, 42.68288, 42.34734, 42.9696, 43.89924, 42.24008, 42.46993, 41.95554, 42.8344, 42.35516, 42.57309, 43.57642, 41.82918, 42.3394, 42.45101, 42.83069, 42.09684, 42.08748, 42.83821, 43.09862, 42.42289, 42.37897, 43.46385, 43.19474, 43.23912, 42.29005, 42.39361, 42.41855, 42.55096, 42.07098, 42.33289, 42.33209, 42.35201, 42.58173, 42.36822, 42.83588, 42.8596, 42.44857, 42.82122, 42.46312, 42.40968, 42.70441, 42.38488, 42.42621, 42.90965, 42.29271, 42.40717, 42.38916, 42.30255, 42.45418, 45.64366, 43.65893, 42.63496, 42.42665, 42.69936, 42.81127, 42.49461, 42.55386, 42.56194, 42.37273, 43.63491, 42.44134, 42.3663, 43.05051, 42.86895, 43.28354, 42.30365, 42.50843, 42.51186, 42.83781, 42.56104, 42.33467, 42.47672, 42.48254, 42.40247, 42.43421, 42.32374, 42.13851, 42.71152, 42.23337, 42.66604, 42.37394, 42.74417, 42.3287, 42.30748, 42.33292, 42.48312, 42.3411, 42.67924, 42.49, 42.3215, 42.75025, 42.46466, 42.70733, 42.47613, 42.35546, 42.27904, 42.37214, 42.39968, 41.99976, 42.42583, 42.40549, 42.20324, 42.58869, 42.57034, 42.27428, 42.63451, 42.63707, 42.77795, 42.35128, 42.31956, 42.4594, 42.70249, 42.28615, 42.30406, 42.27506, 42.40437, 42.39024, 42.52472
12.05, 42.45985, 42.38503, 42.44835, 42.3145, 42.83425, 42.4476, 42.97661, 43.40629, 42.77784, 42.28125, 43.04342, 43.80445, 42.28437, 42.51768, 41.97489, 42.89937, 42.35169, 42.53284, 43.60557, 41.82325, 42.30893, 42.4264, 42.71942, 42.11697, 42.06968, 42.81407, 43.02991, 42.36864, 42.45022, 43.56602, 43.18394, 43.24294, 42.62504, 42.47421, 42.32539, 42.60026, 42.069, 42.37788, 42.37502, 42.4207, 42.55254, 42.31988, 42.80666, 42.94072, 42.4421, 42.73736, 42.40562, 42.46765, 42.74471, 42.22462, 42.44791, 42.97113, 42.32102, 42.47239, 42.43704, 42.20703, 42.33848, 45.39741, 43.62476, 42.57545, 42.4462, 42.6758, 42.78946, 42.49521, 42.4837, 42.47021, 42.30882, 43.47326, 42.43525, 42.34219, 43.04692, 42.80881, 43.20646, 42.21664, 42.51063, 42.4767, 42.8034, 42.46764, 42.3462, 42.40889, 42.51995, 42.64694, 42.51059, 42.44098, 42.20142, 42.67759, 42.31994, 42.73436, 42.35479, 42.75332, 42.38076, 42.26935, 42.2903, 42.48031, 42.43465, 42.77954, 42.48405, 42.3616, 42.72777, 42.38351, 42.5868, 42.41546, 42.35979, 42.28895, 42.46758, 42.22017, 42.01446, 42.37273, 42.28019, 42.38625, 42.55055, 42.59052, 42.38484, 42.55875, 42.66567, 42.76009, 42.54964, 42.1744, 42.30367, 42.64762, 42.32342, 42.40672, 42.31575, 42.41755, 42.19232, 42.34241
12.1, 42.37206, 42.32909, 42.27039, 42.31972, 42.78497, 42.4453, 43.07107, 43.27726, 42.71833, 42.32775, 42.96504, 43.70074, 42.20855, 42.48776, 41.97225, 42.74759, 42.34011, 42.5808, 43.39262, 41.85471, 42.29519, 42.51031, 42.78974, 42.04639, 42.06107, 42.80802, 42.86206, 42.40983, 42.30259, 43.32828, 43.0936, 43.18467, 43.08482, 42.4107, 42.49296, 42.38908, 42.18222, 42.33484, 42.35017, 42.33924, 42.5521, 42.48536, 42.79675, 42.78512, 42.42009, 42.69405, 42.4231, 42.37815, 42.69784, 42.32964, 42.4566, 42.73399, 42.56667, 42.52902, 42.36001, 42.29824, 42.52504, 45.14523, 43.38029, 42.65988, 42.48769, 42.62291, 42.77357, 42.46269, 42.50005, 42.48153, 42.37742, 43.39389, 42.49174, 42.35517, 43.24821, 42.69683, 43.0284, 42.31805, 42.45113, 42.4917, 42.72294, 42.52247, 42.36837, 42.42014, 42.62903, 42.34031, 42.40367, 42.29759, 42.14237, 42.72283, 42.24656, 42.44979, 42.39497, 42.61875, 42.3761, 42.28899, 42.3416, 42.32204, 42.45581, 42.69458, 42.36015, 42.34676, 42.65598, 42.40366, 42.62078, 42.60618, 42.44691, 42.41215, 42.31509, 42.37598, 41.91777, 42.25826, 42.46681, 42.30037, 42.57609, 42.56342, 42.2681, 42.59148, 42.52877, 42.80872, 42.43315, 42.30738, 42.34687, 42.60099, 42.3524, 42.33232, 42.30947, 42.37867, 42.43751, 42.49477
12.15, 42.4076, 42.36845, 42.38396, 42.33942, 42.69348, 42.37603, 42.90647, 43.356, 42.77418, 42.46409, 43.06167, 43.61056, 42.25983, 42.45618, 42.00305, 42.85872, 42.3736, 42.58956, 43.45248, 41.92487, 42.28777, 42.45335, 42.67245, 42.06342, 42.5681, 42.82137, 42.84637, 42.40554, 42.34501, 43.43356, 43.11288, 43.16267, 43.10066, 42.3777, 42.39153, 42.49215, 42.14202, 42.40228, 42.39027, 42.3717, 42.61845, 42.32531, 42.84555, 42.92173, 42.39517, 42.60509, 42.37483, 42.37019, 42.7135, 42.29278, 42.41236, 42.8094, 43.1349, 42.40057, 42.37785, 42.28288, 42.39842, 44.93662, 43.26468, 42.57633, 42.41327, 42.66181, 42.83049, 42.46332, 42.37356, 42.55064, 42.37149, 43.24877, 42.4695, 42.34126, 43.26013, 42.65731, 42.99214, 42.38622, 42.39256, 42.4951, 42.7681, 42.38624, 42.36521, 42.40572, 42.63845, 42.64599, 42.53045, 42.40292, 42.16557, 42.73145, 42.23298, 42.61649, 42.382, 42.55334, 42.46922, 42.31605, 42.2446, 42.43993, 42.27235, 42.66533, 42.51334, 42.4504, 42.64816, 42.46845, 42.57939, 42.34293, 42.3739, 42.32062, 42.3881, 42.4183, 41.95712, 42.38047, 42.31762, 42.30759, 42.5817, 42.4562, 42.32047, 42.65685, 42.64117, 42.67941, 42.42108, 42.29247, 42.33599, 42.64565, 42.32478, 42.3637, 42.30979, 42.39615, 42.23048, 42.44117
